Id,MS SubClass,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,BsmtFin SF 1,Total Bsmt SF,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Area,Wood Deck SF,Open Porch SF,SalePrice,remodeled,post_recession_sale,HasAlley,has_brick_face,has_basement,has_attached_garage,has_decent_garage,has_nice_fence,newer,pre_war,two_story,planned_development,split,floating_village,low_density_residential,gravel_street,on_hill,in_culdesac,good_hood,bad_hood,near_artery_or_feeder,has_hip_roof,nice_exterior,has_poured_concrete_foundation,poor_functionality,has_fireplace,has_paved_drive,has_porch_or_deck,log_overall_cond,log_lot_area,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
1044.0,160.0,1680.0,6.0,5.0,1971.0,1971.0,387.0,483.0,1.0,483.0,504.0,0.0,987.0,0.0,1.0,2.0,2.0,4.0,0.0,264.0,0.0,0.0,85400.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1.6094379124341003,7.426549072397305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2752.0,20.0,7488.0,7.0,5.0,2005.0,2005.0,393.0,1208.0,1.0,1208.0,0.0,0.0,1208.0,0.0,2.0,2.0,3.0,6.0,0.0,632.0,105.0,58.0,183600.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,1,1.6094379124341003,8.921057018157429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807.0,70.0,26400.0,5.0,7.0,1945.0,2007.0,0.0,0.0,1.0,1288.0,728.0,0.0,2016.0,0.0,1.0,4.0,2.0,7.0,1.0,576.0,0.0,0.0,131000.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0,1.9459101490553132,10.181119289134408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1177.0,160.0,2645.0,8.0,5.0,1999.0,2000.0,813.0,960.0,1.0,962.0,645.0,0.0,1607.0,1.0,2.0,3.0,3.0,7.0,0.0,480.0,169.0,0.0,200000.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,1,1.6094379124341003,7.8804263442924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1480.0,20.0,9627.0,7.0,5.0,2007.0,2007.0,24.0,1351.0,1.0,1361.0,0.0,0.0,1361.0,0.0,2.0,3.0,3.0,6.0,0.0,610.0,0.0,50.0,193000.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,1,1,1.6094379124341003,9.172326929777967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324.0,20.0,10114.0,5.0,5.0,2004.0,2005.0,0.0,1430.0,1.0,1430.0,0.0,0.0,1430.0,0.0,2.0,3.0,3.0,7.0,0.0,624.0,0.0,0.0,173500.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,1.6094379124341003,9.221675881639928,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1311.0,70.0,4571.0,5.0,5.0,1945.0,1950.0,0.0,624.0,0.0,624.0,720.0,0.0,1344.0,0.0,1.0,4.0,2.0,7.0,0.0,513.0,0.0,0.0,98000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1.6094379124341003,8.427487278331744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
770.0,20.0,8816.0,5.0,6.0,1963.0,1963.0,651.0,1121.0,1.0,1121.0,0.0,0.0,1121.0,1.0,1.0,3.0,2.0,5.0,0.0,480.0,0.0,80.0,139000.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,1,1,1.791759469228055,9.084323531392696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2063.0,20.0,8197.0,6.0,5.0,1977.0,1977.0,0.0,660.0,1.0,1285.0,0.0,0.0,1285.0,0.0,1.0,3.0,2.0,7.0,1.0,528.0,138.0,0.0,143500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1.6094379124341003,9.011523512653032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69.0,60.0,8640.0,7.0,5.0,2009.0,2009.0,24.0,756.0,1.0,764.0,783.0,0.0,1547.0,0.0,2.0,3.0,3.0,7.0,0.0,614.0,169.0,45.0,215200.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1.6094379124341003,9.064157861798101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2062.0,20.0,8724.0,5.0,5.0,1968.0,1968.0,492.0,894.0,1.0,894.0,0.0,0.0,894.0,0.0,1.0,3.0,2.0,5.0,1.0,450.0,0.0,0.0,129000.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1.6094379124341003,9.07383312732152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
351.0,120.0,5664.0,8.0,5.0,2000.0,2000.0,1158.0,1501.0,1.0,1659.0,0.0,0.0,1659.0,1.0,2.0,2.0,4.0,5.0,1.0,499.0,212.0,59.0,278000.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,1,1,1.6094379124341003,8.641885635373555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2393.0,60.0,12867.0,8.0,5.0,2005.0,2006.0,0.0,1209.0,1.0,1209.0,1044.0,0.0,2253.0,0.0,2.0,3.0,4.0,8.0,1.0,575.0,243.0,142.0,344133.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,1,1,1.6094379124341003,9.46242117318499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12.0,20.0,7980.0,6.0,7.0,1992.0,2007.0,935.0,1168.0,1.0,1187.0,0.0,0.0,1187.0,1.0,2.0,3.0,2.0,6.0,0.0,420.0,483.0,21.0,185000.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1.9459101490553132,8.984693690443855,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2339.0,190.0,34650.0,5.0,5.0,1955.0,1955.0,1056.0,1056.0,0.0,1056.0,0.0,0.0,1056.0,1.0,1.0,3.0,2.0,5.0,0.0,572.0,264.0,0.0,145000.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,1,1.6094379124341003,10.453053004618049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624.0,20.0,10573.0,6.0,6.0,1961.0,1961.0,1312.0,1453.0,1.0,1453.0,0.0,0.0,1453.0,1.0,2.0,3.0,2.0,6.0,1.0,530.0,0.0,49.0,187500.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,1,1,1.791759469228055,9.266058860732526,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86.0,20.0,8450.0,5.0,8.0,1965.0,2009.0,553.0,894.0,1.0,894.0,0.0,0.0,894.0,1.0,1.0,3.0,2.0,5.0,1.0,336.0,416.0,144.0,138500.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,2.0794415416798357,9.041921720351219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1534.0,50.0,11700.0,5.0,6.0,1945.0,1995.0,606.0,942.0,1.0,1265.0,673.0,0.0,1938.0,0.0,2.0,4.0,3.0,7.0,1.0,240.0,0.0,40.0,198000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,1,1.791759469228055,9.367344120785848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243.0,190.0,8250.0,5.0,6.0,1945.0,2006.0,0.0,957.0,0.0,1034.0,957.0,0.0,1991.0,0.0,2.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,119600.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1.791759469228055,9.017968479328726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957.0,50.0,8064.0,5.0,7.0,1949.0,2006.0,0.0,672.0,1.0,672.0,252.0,0.0,924.0,0.0,1.0,3.0,2.0,6.0,1.0,576.0,0.0,0.0,122900.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0,1.9459101490553132,8.99516499031115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
380.0,20.0,9600.0,8.0,5.0,1981.0,1981.0,1104.0,2524.0,1.0,2524.0,0.0,0.0,2524.0,1.0,2.0,4.0,3.0,9.0,1.0,542.0,474.0,120.0,278000.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,1,1,1.6094379124341003,9.169518377455928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2860.0,70.0,11435.0,8.0,7.0,1945.0,1950.0,0.0,792.0,1.0,792.0,725.0,0.0,1517.0,0.0,1.0,3.0,3.0,7.0,2.0,400.0,0.0,0.0,230000.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,1.9459101490553132,9.344434106456882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517.0,120.0,9549.0,8.0,5.0,1995.0,1996.0,437.0,1494.0,1.0,1494.0,0.0,0.0,1494.0,1.0,1.0,2.0,4.0,6.0,1.0,481.0,0.0,30.0,270000.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,1,1,1.6094379124341003,9.164191715950203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1933.0,20.0,10950.0,6.0,6.0,1952.0,1952.0,441.0,948.0,1.0,948.0,0.0,0.0,948.0,0.0,1.0,2.0,2.0,5.0,0.0,410.0,0.0,48.0,125000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,1.791759469228055,9.301094735244646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
820.0,20.0,10637.0,8.0,5.0,2007.0,2008.0,1288.0,1705.0,1.0,1718.0,0.0,0.0,1718.0,1.0,2.0,3.0,3.0,7.0,1.0,826.0,208.0,44.0,297000.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,1,1,1.6094379124341003,9.272093768251665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675.0,20.0,9000.0,6.0,6.0,1958.0,1958.0,0.0,160.0,1.0,1142.0,0.0,0.0,1142.0,0.0,1.0,2.0,2.0,5.0,1.0,384.0,0.0,28.0,113500.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,1.791759469228055,9.104979856318357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2910.0,160.0,2665.0,5.0,6.0,1977.0,1977.0,548.0,757.0,1.0,925.0,550.0,0.0,1475.0,0.0,2.0,4.0,2.0,6.0,1.0,336.0,104.0,26.0,127000.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,1,1,1.791759469228055,7.887959336599945,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0,20.0,11751.0,6.0,6.0,1977.0,1977.0,705.0,1844.0,1.0,1844.0,0.0,0.0,1844.0,0.0,2.0,3.0,2.0,7.0,1.0,546.0,0.0,122.0,190000.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,1,1,1.791759469228055,9.371693622333941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1873.0,20.0,9600.0,7.0,6.0,1973.0,1973.0,916.0,1242.0,1.0,1242.0,0.0,0.0,1242.0,0.0,1.0,3.0,2.0,6.0,1.0,528.0,0.0,0.0,175500.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,1,0,1.791759469228055,9.169518377455928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2125.0,20.0,8428.0,5.0,7.0,1994.0,1994.0,420.0,990.0,1.0,990.0,0.0,0.0,990.0,1.0,1.0,3.0,2.0,5.0,0.0,384.0,256.0,0.0,146000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,1,1,1.9459101490553132,9.03931477492408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489.0,20.0,9937.0,5.0,6.0,1965.0,1965.0,830.0,1256.0,1.0,1256.0,0.0,0.0,1256.0,1.0,1.0,3.0,2.0,6.0,0.0,276.0,736.0,68.0,147500.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,1,1,1.791759469228055,9.204020443231363,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383.0,20.0,13891.0,10.0,5.0,2006.0,2006.0,1386.0,2076.0,1.0,2076.0,0.0,0.0,2076.0,1.0,2.0,2.0,4.0,7.0,1.0,850.0,216.0,229.0,465000.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,1,1,1.6094379124341003,9.53899642739739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
983.0,85.0,9101.0,5.0,6.0,1978.0,1978.0,1097.0,1097.0,1.0,1110.0,0.0,0.0,1110.0,1.0,1.0,1.0,3.0,4.0,1.0,602.0,303.0,30.0,165500.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,1,1,1.791759469228055,9.116139576577355,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1325.0,50.0,12150.0,5.0,5.0,1954.0,1954.0,0.0,1050.0,0.0,1050.0,745.0,0.0,1795.0,0.0,2.0,4.0,2.0,7.0,0.0,352.0,0.0,0.0,131500.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1.6094379124341003,9.405084448768694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1378.0,20.0,11200.0,5.0,5.0,1965.0,1965.0,906.0,1040.0,1.0,1040.0,0.0,0.0,1040.0,1.0,1.0,3.0,2.0,5.0,0.0,384.0,0.0,0.0,129500.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,1.6094379124341003,9.323669057283185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1537.0,70.0,9670.0,8.0,6.0,1945.0,1950.0,210.0,608.0,1.0,983.0,890.0,0.0,1873.0,0.0,1.0,4.0,2.0,9.0,2.0,786.0,0.0,0.0,257076.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,1,0,1.791759469228055,9.17678358844734,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
